2|-1+++++++++|['66560', '66563', '66566', '66558', '66562', '66565']|[]|['Left*', 'Left*', 'Left*', 'Left*', 'Left*', 'Left*']|[]
513|28+M+alta++João Pessoa,Brazil+++[u'cen', u'cat']+yes+turism|['67360', '67194', '67174', '67195', '67239', '67241', '67242']|[]|['Left*', 'Left*', 'Left*', 'Left*', 'Left*', 'Left*', 'Left*']|[]
516|30+M+media alta++Campina Grande - PB, Brasil+++[]+yes+live|['66579', '66382', '66463', '66517', '66559', '66424', '66501', '66588', '66526', '66500', '66593', '66494', '66460', '66392', '66399', '66611', '66612', '67250']|[]|['Left*', 'Left*', 'Left*', 'Left*', 'Left*', 'Left*', 'Left*', 'Left*', 'Left*', 'Left*', 'Left*', 'Left*', 'Left*', 'Left*', 'Left*', 'Left*', 'Left*', 'Left*']|[]
518|29+M+media++São Paulo,Brazil+++[u'cen', u'lib', u'cat']+yes+turism|['66440', '66562', '66448', '66552', '66625', '66415', '66387']|[]|['Left*', 'Left*', 'Left*', 'Left*', 'Left*', 'Left*', 'Left*']|[]
519|-1+++++++++|['66573', '66577', '66580', '66574', '66575']|[]|['Left*', 'Left*', 'Left*', 'Left*', 'Left*']|[]
537|-1++++Campina Grande,Brazil+++++|['66376', '66402', '66473', '66570', '66546']|[]|['Left*', 'Left*', 'Left*', 'Left*', 'Left*']|[]
549|-1++++São Paulo,Brazil+++++|['67316', '67292', '67194', '67227']|[]|['Left*', 'Left*', 'Left*', 'Left*']|[]
576|-1++++Contagem,Brazil+++++|['66533', '66483', '67242']|[]|['Left*', 'Left*', 'Left*']|[]
585|-1++++Campina Grande,Brazil+++++|['66613', '66394', '66430']|[]|['Left*', 'Left*', 'Left*']|[]
586|-1++++Campina Grande,Brazil+++++|['67323', '67324', '67322', '67319', '67320', '67321']|[]|['Left*', 'Left*', 'Left*', 'Left*', 'Left*', 'Left*']|[]
589|-1+++++++++|['66607', '66609', '66611', '66610', '66608']|[]|['Left*', 'Left*', 'Left*', 'Left*', 'Left*']|[]
590|-1++++Barueri,Brazil+++++|['66626', '66487', '66475', '66367', '66499']|[]|['Left*', 'Left*', 'Left*', 'Left*', 'Left*']|[]
595|30+F+media alta++Campina Grande - PB, Brasil+++[u'cen', u'lib', u'cat']+yes+live|['66472', '66537', '66517', '66509', '66368', '66613', '66416', '66570', '66531', '66575', '66556', '66520', '66484', '66525', '66554', '66478', '66564', '66569', '66559', '66622', '66624', '66474', '66431', '66465', '66557', '66528', '66522', '66560', '66505', '66553', '66585', '66535']|[]|['Left*', 'Left*', 'Left*', 'Left*', 'Left*', 'Left*', 'Left*', 'Left*', 'Left*', 'Left*', 'Left*', 'Left*', 'Left*', 'Left*', 'Left*', 'Left*', 'Left*', 'Left*', 'Left*', 'Left*', 'Left*', 'Left*', 'Left*', 'Left*', 'Left*', 'Left*', 'Left*', 'Left*', 'Left*', 'Left*', 'Left*', 'Left*']|[]
599|-1++++Campina Grande,Brazil+++++|['66522', '66460', '66489', '66428', '66581', '66412']|[]|['Left*', 'Left*', 'Left*', 'Left*', 'Left*', 'Left*']|[]
605|-1+++++++++|['66529', '66530', '66531', '66533', '66528', '66532']|[]|['Left*', 'Left*', 'Left*', 'Left*', 'Left*', 'Left*']|[]
607|22+F+media alta++Campina Grande - PB, Brasil+++[u'cen', u'lib', u'cat']+yes+live|['66572', '66550', '66552', '66555', '66558', '66562', '66576', '66547', '66566', '66567', '66573', '66578', '66589', '66583', '66584']|[]|['Left*', 'Left*', 'Left*', 'Left*', 'Left*', 'Left*', 'Left*', 'Left*', 'Left*', 'Left*', 'Left*', 'Left*', 'Left*', 'Left*', 'Left*']|[]
610|-1+++++++++|['66370', '66371', '66368', '66369', '66373', '66372']|[]|['Left*', 'Left*', 'Left*', 'Left*', 'Left*', 'Left*']|[]
614|-1++++Campina Grande,Brazil+++++|['66468', '66558', '66621', '66375', '66481']|[]|['Left*', 'Left*', 'Left*', 'Left*', 'Left*']|[]
